Time Interval 1,Time Interval 2,Time Interval 3,Time Interval 4,Time Interval 5,Time Interval 6,Time Interval 7,Time Interval 8,Time Interval 9,Time Interval 10,Time Interval 11,Time Interval 12,Time Interval 13,Time Interval 14,Time Interval 15,Time Interval 16,Time Interval 17,Time Interval 18,Time Interval 19,Time Interval 20,Time Interval 21,Time Interval 22,Time Interval 23,Time Interval 24,Time Interval 25,Time Interval 26,Time Interval 27,Time Interval 28,Time Interval 29,Time Interval 30,Time Interval 31,Time Interval 32,Time Interval 33,Time Interval 34,Time Interval 35,Time Interval 36,Time Interval 37,Time Interval 38,Time Interval 39,Time Interval 40,Time Interval 41,Time Interval 42,Time Interval 43,Time Interval 44,Time Interval 45,Time Interval 46,Time Interval 47,Time Interval 48,Time Interval 49,Time Interval 50
0.45594695,0.32742754,13.843216,3.394065e-12,2.3750093e-08,18.483505,5.4593596e-09,0.0030057617,0.019967742,2.7272748e-07,0.02797142,0.011049257,2.7261564e-09,0.09087705,2.2457693e-14,8.5192825e-11,0.2852028,1.0770163e-10,5.5167067e-07,0.00081871054,9.831146e-10,239677200.0,5.314685e-10,7.655742e-05,6.757087e-06,0.018322654,0.0005276378,3.4405692e-09,2.7647604e-12,4.468159e-08,2.5119662000000004e-16,3.0177356e-09,0.010188789,5.7366036e-09,5.859428e-06,0.30888224,1.4979506e-05,0.0018035077,3.8276587e-10,3.1592628e-12,13386.178,11733.865,7.7419156e-09,2288.714,2.370052e-10,1.7702934e-09,0.0030993132,0.0019496486,4.395094e-09,0.00055077445
1.0046794,1.007249e-06,0.0048860735,8692.295,4.3554646000000004e-16,2.4401777e-11,0.040240604,2.0694815e-09,1450.7012,8.81446e-11,0.024619183,0.009455036,0.008394737,7.620667e-09,7.2061255e-08,1.1453563e-07,1.3638153e-10,4.9511019999999996e-21,1.0557984e-06,303.20233,1.4867251e-06,15.600129,5.391857e-09,2.2302099e-07,31.424803,1.4414964e-13,1.0568956e-15,689.74084,0.2669212,6.4280773e-12,1.5992939e-08,3.48014e-05,4.544508e-08,52.073826,0.0044556228,7.603956e-07,3.3649943e-12,0.0021767167,3.860565e-10,0.013213546,7.567505e-10,2.566029e-08,2.0177347e-10,26758.635,2.165786,0.027372587,8.236841e-13,3.7738157e-08,0.00128673,0.034744777
3.4092827,57.771893,1.1038162000000001e-16,0.0004364672,2.5698188e-09,7.131825,2.0658586e-11,0.0017294497,1.3083975e-14,0.06394453,79057.99,1.10053005e-13,2.012311e-11,0.046746697,2.7486542e-09,3.383775e-08,68.97688,2.0146588e-17,7.237304e-06,0.004252343,1.5175756e-06,560110.56,0.2131813,1.268718e-05,23.64658,1.5937435e-07,4.0694573e-14,4.871287e-16,938148.2,7.5359156e-07,1.2895713e-09,2.738361,0.4566987,0.0024201775,1.1122112e-11,0.007700498,3.1393443e-12,0.00022714605,5.7759567e-06,0.00080537447,9.3151755e-07,3.2422e-08,0.08191585,2.8774507,0.020546608,0.25002313,0.009471359,2.0514467e-07,24.043022,0.32739633
0.19929637,100605336.0,4.890375e-07,0.0014855205,4.0702755e-05,3.8961003e-05,693970940.0,3.2895062e-10,0.0018671637,2.834743e-13,0.2101889,6.690387e-06,0.00029084217,6.77197e-08,37.281525,5.235728e-08,2.2710238e-07,7.315095e-05,0.010924655,2.7327316e-05,13.033725,2.6497038e-10,1.068438e-05,1.9840208e-11,0.004352971,1.915939e-05,4.1810283e-15,8.458597,0.0856121,1.2397523e-09,9.6584934e-11,1.791121e-06,0.21583723,9.2048394e-17,1.0018595e-15,0.11256799,2.7078872e-10,2.6028067e-08,11256.994,2.879984e-08,0.07960049,3.5201534e-08,0.15696323,5.9184546e-09,3.0240852e-07,5.8907695e-10,0.0011148696,8.069827999999999e-20,1.2436582e-12,6.253958e-06
1.2742015,3.98159,0.052820195,84.499985,2.0513058e-09,8.569144e-09,0.32884705,0.00071220775,6.5752286e-13,2.106965e-08,3.5469628e-05,2.2708353e-09,83.98365,2.9082958e-05,3.0532743e-08,0.007953246,2.9485028e-10,7.210185e-07,0.0014803705,4.3571445e-06,8.327578e-13,1.4879128e-09,326.14438,1.1161379e-08,0.5576602,0.012501108,1.0474677e-07,20830.783,1.0772112e-05,1.8261437e-09,5.423083e-07,6.801824e-05,4155163.8,1.7361767e-11,0.03751331,4.4028716,914.9545,0.00013060082,3.552677e-07,0.38448384,1.979722e-08,9.571145e-11,2.2584385e-07,0.000558499,4.085627e-06,5.3001262e-05,1.1275856e-08,8.692508e-07,7.737451e-05,3.258202e-07
0.47004044,12.90492,0.24648255,1.1703184e-08,4.1325362e-05,2.288549,1.4112266e-08,0.016252931,8.966912e-06,0.0028019703,2.6613352e-16,9.049539e-06,4.632309e-09,6.2794843e-15,0.026277423,23512562.0,8.214818e-08,5.3463074e-09,17999464.0,2.9309203e-17,4.4223248e-06,1.8802865e-07,1.945818e-10,2.7031393e-14,1.0475224,0.0013616525,4.942513e-07,4.0030733e-05,0.07114305,2.977617e-08,1.8676086e-07,5747709.5,3.2513325e-09,1.3943916e-08,0.98249584,9.383853e-12,2706.9758,1.16256015e-05,27.067383,0.1963053,35.218483,1.1428609e-09,0.018323185,9.249384e-13,1.5913277e-12,2.6731817e-10,9.334435e-13,2.4852233e-07,1.9778822e-06,3.5139057e-13
1.5685354,0.94941926,129.39555,2.9327051e-05,3.6100414e-07,7.078172e-08,0.00012531414,7.357135e-07,0.0008037148,1.3984535e-08,3.2076287e-06,0.00027011253,6107197400.0,1.128983e-07,0.000113414186,0.0010021747,0.0001858479,27406.656,9.759399e-11,0.00074454816,3.5241434e-12,0.9005361,6.008631e-09,6494088000.0,0.0038792125,15.180658,2.0501128e-07,4.3437094e-12,1.192332e-15,0.20758307,1.2438108e-11,3.4595368e-11,1.0638512e-07,3.0061983e-06,3.642294e-08,1.977226e-06,2.2810778e-11,3.727273e-09,3.670225,7.765187e-18,0.048781764,4.3509425e-07,1.4045441e-10,2427.2627,6.259666e-05,9.405244e-07,0.93575597,347323000.0,2.3726459e-08,1.2082269e-07
5.9232206,265.64276,2.7628087e+17,1.4631834e-09,3.79797e-06,2.7321465e-10,5.984318e-08,7.743834,1.1816668e-10,1.3835053e-13,0.0060917162,1.3931961e-07,1.6750021e-10,396028640.0,0.00018885093,7.311498e-08,2.4183706e-09,1.6921167e-07,0.44287303,2.0042316e-06,2.2787592e-06,0.03693364,1.1601522e-09,5.808678e-05,3.8444838e-12,0.20871554,418197.22,6.0974553e-10,4.7864747e-11,1.4360609e-08,0.015809393,23.107708,1.4146676e-05,1.3433981,2.868218e-13,11.832262,1.1358807e-05,4.1148683e-06,0.0019668785,0.0035806966,0.095957845,9.296821,2.0129792e-05,7.833108e-11,6.990521e-08,0.38894704,1.5727908e-05,1.045702e-09,1.4315261e-05,1.43135285e-05
0.03383519,663624.5,0.000592133,4.926823e-07,0.0004511711,0.006757316,0.11675568,0.0028490606,4.0213916e-08,0.0003932202,2.8392733e-12,0.10770661,1.0432592e-17,25.42522,3.495904e-05,32987.5,2.2442589,4.0943847,2.2505596e-10,6.926875e-09,0.03457284,1.8688505e-07,348129500.0,0.0005098677,1.7532577e-06,2.861506e-05,4726.3066,4.8885773e-10,0.10063543,1.13301485e-05,0.019482816,0.007521685,6.613435e-22,8.27667e-09,5.553249e-13,80806.32,0.013318291,0.2497417,5.7805555e-05,1.9638533e-06,1.429616e-09,652515.3,4.885846e-10,0.0003146749,1.40637585e-05,5.8232275e-14,4.386339e-05,8.86536e-08,1.1937608e-06,7.955332e-20
18.056316,8.071179e-06,6.7565054e-10,3.2817312e-05,0.0004012237,3.6627423e-11,0.15326184,0.001030261,3.280408e-14,13811.35,2.8365197e-11,1.0851681e-09,4.3728106e-09,0.3207493,38.55322,22.103195,3.922096e-05,1.37460975e-05,214.85855,4.264648e-05,1.1332665e-09,139.73688,0.0046601277,2.1579774e-10,64.501595,9.936827e-05,7.9604324e-05,1.9697476e-05,1.3921972e-07,3.3666022e-14,2.7319941e-11,0.14388819,4.4895078e-08,1.217676e-06,7.552377e-05,9.140466,6.0948415e-09,2.6951828e-12,4075.4736,1.9879226e-07,4.1839552e-08,3.0528743e-05,33.25908,0.00043882345,8.5596515e-13,42.960396,3.1611385,0.00063414214,6.973187e-18,5.63409e-16
0.511827,0.00023946508,25.836004,1.7483995e-07,6.353722e-08,4.56667e-06,0.00030395907,1.8458549e-06,238.44147,0.0016476169,6.427799e-07,3.077274e-12,65033.316,1.1395584e-06,0.087848276,0.0010466665,1.6127048e-06,23512.928,3.782008e-12,2.5441804e-09,17.880861,1.3560604e-09,0.0020040076,9.402978e-10,1.1454456,3.298752e-08,8.677041e-06,0.00024094815,4.2063784e-05,2.4754754e-05,1.8495929e-11,10328.009,0.00045728107,0.004240138,0.01875082,0.00044271167,6719.512,0.0011306284,1.952481e-09,0.06047055,1.1574111e-06,6.2502277e-13,3.076556e-13,7505354.0,2.6184185e-07,0.00014553827,5.885679e-11,5.667997e-09,4.8172474,9.24965e-09
0.025488557,0.015652264,0.0035327238,0.09757368,3.184562,2.2276548e-07,7.998562e-15,0.0096225655,3.6166816e-11,0.0012156594,1.1324811e-05,6.81647e-08,0.5488748,0.0007689992,5.4020336e-07,8.063018e-11,1.780316e-13,0.0032090533,0.042579453,1.2296283e-09,5.1348673e-17,0.8591469,124.353905,9.5937205e-05,0.0040400494,1.4440097e-08,1.0468359e-12,0.0009583136,2.2128729e-13,1.0075656e-09,2.33287,6.727884e-07,0.000587183,0.0013710541,1.1277097,8.255409e-11,0.064534195,4.7357557e-06,1.0053428e-05,0.011922948,2.569335e-06,0.0019362879,4.2060938000000006e-16,6.8941956e-14,4.233711e-19,0.0058159344,3.0116635e-07,3.1941877e-08,0.0007260643,0.0015075324
10.001562,92402.59,2.5223168e-09,9.942239e-05,0.00082587457,5.6190216e-05,4.9009914,0.0009651387,2.6496157e-06,3.2868233e-09,7.4897564e-08,2.4393751e-09,41.981754,2.3187172e-09,2.4873213e-13,0.00041370786,0.0013210375,1.5184839e-09,0.31030002,330.94318,57.892952,8.801782e-21,1.5815154,2.0824783,0.2771257,9.258711e-06,0.019027052,4.4354433e-08,3.2410652e-10,1.2940924,0.00625028,2.5275222e-13,42.476948,2.201629e-12,0.018118473,266.08954,2.7427145e-06,1.7659431e-07,4.375618e-05,0.0007443145,1.2906843e-08,0.000105050945,1.4937258e-06,7.765264e-06,1.7923772,6.9681206e-05,3.1216094e-13,0.011606172,0.0009783476,2.8510797e-06
2.6533074,2.8240215e-08,8.0362e-10,2.047263e-10,162.17244,7.3238256e-11,0.010886709,0.0061632036,4.5158802e-05,2.781464e-12,7.475962e-06,2.0209748e-13,0.00019746763,1.451419e-07,0.0076288567,2.1809403e-12,1.5810494,4.303573e-08,4.1325648e-10,7.373042,1.4074168e-09,3.0227272e-07,1.5758333e-08,1.1723593e-10,3.8890022e-07,2.8670861e-09,66.39461,208101.05,6.056637e-12,2.4036366e-09,3.3881927e-06,0.0027372495,6.8479385e-05,4.5449633e-10,3.996882e-07,0.010901779,1.096645e-06,0.6875037,3.8452097e-08,9.564662e-12,3.1624339e-12,0.0063708327,9.406752e-07,6.7643923e-06,8.3771995e-10,1.8427321e-05,1.437702e-07,1122681000.0,0.069435865,1.0649865e-14
2.832771,0.06005236,0.090976596,1.2373647e-06,0.7022713,8.7395e-10,2.3079012e-14,45.44364,16500106.0,4.806767e-05,1.41864e-12,0.0035807241,0.00040696448,6.470518,2.1572777e-10,1.3830971e-08,0.00016289597,0.013499593,0.09993321,3.5395377e-15,1.4241024e-05,4.6223466e-08,114.42195,9.582365000000001e-18,1.5351408e-06,8.488393e-09,2.251791e-05,1.6732669e-08,2.119463e-09,0.0019035137,0.00043753785,3.099396e-06,0.008551039,56.516495,8.0309603e-10,3.31371e-08,2.0055798000000002e-17,1.710824e-09,6.954407e-10,39.444454,1.8653329e-06,2.9908116,2.4530164e-10,9.087444e-08,0.0005377867,5.5665403e-08,1.5104529e-06,2.1179718e-09,6.119643e-16,0.01390171
1.2695972,0.005089995,1.1606858e-05,584.15076,6.5446883e-09,3.2819313e-05,0.00020975184,1.2154973,0.000280512,0.10010796,6.467765e-08,0.006934266,2.4744756e-08,0.13588168,0.009162379,2.5365925e-05,1.2731122e-06,1.7168725e-06,3.7810182e-13,1.1718445e-11,4.965824e-11,1.8620272e-08,1.9186352,5.7232304,2.2863222e-11,9.3606005e-11,5.2943843e-08,7.01581e-05,7.1952306e-09,1.1084781e-10,2.105595e-12,1.7611026e-09,34.182064,0.00023130646,0.0001116762,96.83731,0.0001920204,0.00026347692,3.9593568e-11,88.35968,0.29045513,4.772141e-05,4.9971355e-13,1.3696666e-06,4.5295202e-08,6.101097e-10,207316530.0,5.6652258e-05,2.1298608e-06,2.444366e-07
4.2629447,0.0034897218,20.562185,2.2217204e-09,1.0034978e-05,5.34062e-09,2.8621112e-11,992661570.0,1.0660316,0.00018772275,0.010869866,43.680016,2.299065e-11,0.0031754181,0.8534541,0.1379382,2.8174787e-12,2.1453402e-11,3.919732e-09,5.380044e-09,0.00034027293,6.8531365,1.5431727e-10,1.9047266e-06,8.390286400000001e-16,5.1565445e-07,0.0039361175,0.425459,7.9102605e-08,0.009712022,1.615893e-06,5.5029967e-09,1.6383997e-13,0.000623119,5.189999e-07,9.0658034e-08,24.868765,3.8430086e-09,31.407696,1.7546045,1.2289555e-05,0.00022997617,3.8511626e-08,3974.821,5.7331806e-07,1.5497475e-06,0.4403251,2.5715499e-09,1.3561839e-10,634477.75
0.52422005,0.0047618146,0.05976144,2.2481488e-06,25.904938,0.0007883523,0.00033252206,0.00017420808,9.587127e-16,0.9951187,2.4948315e-05,5.713964e-10,1.9626448000000001e-16,5.3632944e-12,2.3285037e-12,6.927019e-13,5.659696299999999e-18,0.8646071,0.111564815,1.8266662e-09,0.00016214179,5.9295144e-06,1.0085212e-05,3.162089e-07,4.6014273e-05,4.8377586e-07,1.2964779e-11,1.3417205e-06,2371436.8,3.070277e-06,2.9830423e-14,11.873091,4.8530333e-06,0.008207118,2.9406252e-05,7.8998695e-05,7.6575846e-10,0.0123714525,0.15495653,2.911674e-10,0.8715836,2.043953e-15,37.653633,4.4608604e-16,5.6890207e-05,1.3481709e-06,3.844911e-11,6.641361e-10,9.643096e-09,0.07402842
18.35411,0.0030175862,1.3186506e-12,1.7742361,0.0031254946,24947.738,0.0022705237,0.007951096,9.78933e-13,5.7462404e-09,17.206207,0.037302554,4.2781984e-10,0.00012451243,0.04771638,0.00017811189,2.3892088e-11,0.00056801894,37.560024,3.0580257e-05,0.0022408476,2.950837e-14,92019.18,6.2647536e-07,6.060535e-07,3.089146e-05,4.9565165e-17,1.1667846e-10,4.6107237e-12,0.027958687,5.6480965e-13,1.051245e-06,6.014501e-09,9.963672e-09,0.0072562406,2.912402e-06,4109.808,425.22888,21.026348,6.2327524e-07,6.751564e-16,1.9609806999999998e-19,0.037215944,1.6682257e-06,0.0011470141,1.5955753e-10,0.3249926,6.7163945e-13,3.42469e-14,1.3555479e-06
0.44967073,0.996979,22.812172,0.13962114,4239510.0,3.1826133e-09,0.2773298,0.00015127496,5084.387,0.0003577408,6.9823737e-13,1.3671877e-07,5.3377406e-08,872.2651,4.5967704e-12,9.865508e-05,762.27454,4.7374535e-08,247326.53,4.1882864e-10,1.6458961e-12,0.15045343,3.3939217e-05,1.0750606e-06,0.00021908723,9.8261e-07,0.022342175,13.057312,1.2182007e-10,1.2730287e-13,2642.2495,0.0011297936,244.01451,3.7408356e-08,6951.3896,1.6810756e-06,0.00061967445,3.204612e-11,0.34815714,2.4299183e-07,1.1020449000000001e-16,484.01758,1.3540477e-08,0.048783027,5.4017863e-07,3.5996553e-11,3.091993e-05,129680456.0,5.5369553e-15,4558.676
3.4169142,0.22779332,0.10709305,0.0022898905,2.5206742e-07,4.104148e-05,5.391154e-18,1.9640315,0.048737433,0.00046864717,218106.95,0.0001947506,1.10835535e-10,0.08764464,1.676491e-07,641099.7,0.0008122238,6.661114e-06,2.6068199e-09,9.262543e-08,3.1282678e-05,2.5139485e-10,0.0052531087,7.529226e-09,6.249671e-08,0.0048896954,881.45526,2.3737649e-11,826161.9,0.0008984015,7.1203765e-05,8.965193e-06,3.29669e-11,8.009378,6.213754e-11,5.3999774e-09,2.0459563e-09,0.00017941899,9.0027486e-13,2.0693684,12.568561,5.5156866e-05,1211.4613,46.636,0.62967104,4.8918217e-05,8.928787e-13,243021.6,4.044443e-09,0.00018651196
1.2326372,17.126183,68411.09,0.0001652904,3.9846242e-14,1.081397e-13,0.061000858,8.876637e-06,309741.6,4.1672047e-05,1.34260965e-14,0.0016525959,7.193838e-11,1.0178842e-09,0.006701499,2.5358639,3.3755897e-11,2.2986148e-06,0.00034856485,16.007189,2.9144145e-09,0.00025185975,1.0048965e-19,3.0196398e-10,0.007810276,2.5547715e-07,9.783948e-14,0.00041192284,16.835411,4.3418233e-05,27.85831,9.207920999999998e-19,0.0001820747,1.2077148e-08,0.00010653017,4.8710774e-07,4.145894e-05,0.053039063,0.016211258,3.4245277e-06,0.42991665,8.3655825e-12,5.873089e-06,3.0381513e-09,4.4722503e-05,5.5074732e-08,0.37543404,0.024052205,9.256602,7.9448455e-07
0.21164204,6.4954525e-13,50455.06,0.010623419,1.1605429e-05,5.199938e-05,2.8589595e-06,2.671883e-07,9263457.0,1.991153e-06,1.9995152e-05,0.10824324,4.9143833e-05,4405.1924,0.08142897,0.00023548583,3479949000.0,0.15000036,4.9328014e-06,2.8277623e-06,1.9828275e-07,1.851833e-16,0.006911953,1.5830094,2.8232333e-17,10.971624,8.623789e-06,47.46406,1.8702977,3.0769396e-08,1.0854993e-05,0.02160316,0.02350936,19348314000.0,1.00568495e-05,592.72205,7.7231825e-06,1.44331525e-05,8.554042e-23,2.0025618e-06,0.007974139,3.5349937e-13,6.9740862e-12,0.008807464,2.4078892e-10,2.1556518e-15,2.730917e-06,1.6297407e-05,1.0979605,2.8408942
1.182609,4.0819783,13.150564,8.6527573e-13,2.2187635e-10,288.44464,0.00043606153,3.2930447e-11,1237954.1,1.5059703e-07,8.227968e-06,2.9319275e-05,1.3988368e-09,1.0071648,1.4737876e-07,2.0597563,2.2962197e-08,8.45492e-11,2.452963e-08,1.1571196e-06,0.011153146,5.333511e-18,568.9725,0.034871154,5.786713e-10,1.0799874e-05,8.555452e-14,0.00822265,3.070096,8.1388805e-08,1385.5844,0.019891944,4.464715e-13,4.6338753e-12,8.358994e-05,1.9196504e-12,1.8081011e-12,0.0006208143,3.958214e-16,0.012758769,2.3462798e-11,0.046947874,1.5615232e-07,0.52452624,521.24634,4.3295293,0.0004107149,6.883071e-09,1.8618641,0.27499217
1.1262352,515.89,5.257851e-13,1.3981562e-06,1.6170111,2.9888806e-06,2.0457826e-11,298.14395,6.3934934e-17,1.3698675e-12,0.3710587,9.9503676e-11,118906360000.0,6.561465e-08,0.00025544027,44.021767,33.97125,218.92603,3.5333323e-11,0.0013163512,112.692604,1.4735193e-07,7.0936408e-06,4824.951,0.00050901575,3.2953764e-07,1.2047711e-06,771.3696,5.0648072e-08,997.2929,9.5322096e-23,1.8850559e-14,8.938863e-12,151265.69,6.884926e-08,0.0094179865,9.475467e-09,3.8519003e-14,2.342977e-13,4.9962826e-11,4.4562086e-05,3.2107973e-11,1.1571832e-05,3.0279157e-10,351669920.0,0.2606239,6.5197946e-07,5.2824398e-05,1.147332e-16,4.2655932e-10
