YearStart,DataSource,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1
2021,BRFSS,33,TOB,AST6_1,CRDPREV,RACE,OVR
2021,BRFSS,28,CVD,ALC3_0,CRDPREV,RACE,MRC
2021,BRFSS,47,IMM,CVD10_1,CRDPREV,RACE,WHT
2021,BRFSS,61,COPD,CVD7_0,AGEADJPREV,RACE,OTH
2021,BRFSS,40,TOB,CKD3_0,CRDPREV,RACE,HIS
2021,BRFSS,8,COPD,ART1_4,CRDPREV,RACE,GENM
2021,BRFSS,19,CVD,ART5_0,MEDIAN,GENDER,HIS
2021,BRFSS,14,CVD,TOB2_2,AGEADJPREV,RACE,WHT
2021,BRFSS,40,NPAW,NPAW3_1,AGEADJPREV,GENDER,GENM
2021,BRFSS,65,CVD,ART4_0,CRDPREV,OVERALL,BLK
2021,BRFSS,18,IMM,MTH1_0,CRDPREV,RACE,WHT
2021,BRFSS,57,COPD,DIA7_0,AGEADJMEAN,RACE,HIS
2021,BRFSS,24,TOB,ART5_0,CRDPREV,RACE,BLK
2021,BRFSS,17,ALC,ART2_1,CRDPREV,GENDER,OVR
2021,BRFSS,55,DIA,ALC3_0,CRDPREV,GENDER,OTH
2021,BRFSS,30,COPD,CVD10_1,CRDPREV,RACE,GENF
2021,BRFSS,13,ALC,TOB1_2,CRDPREV,RACE,OVR
2021,BRFSS,11,CVD,RPH1_0,AGEADJPREV,GENDER,BLK
2021,BRFSS,37,CVD,DIA5_0,AGEADJPREV,RACE,GENF
2021,BRFSS,13,ALC,DIA7_0,MEDIAN,RACE,GENF
2021,BRFSS,15,TOB,DIA11_2,AGEADJPREV,OVERALL,OVR
2021,BRFSS,14,NPAW,ART1_2,CRDPREV,RACE,BLK
2021,BRFSS,75,OVC,ART2_2,AGEADJPREV,RACE,HIS
2021,BRFSS,13,CVD,DIA12_1,CRDPREV,RACE,OVR
2021,BRFSS,19,NPAW,OVC6_1,AGEADJMEAN,OVERALL,WHT
2021,BRFSS,27,OVC,DIA7_0,CRDPREV,GENDER,OVR
2021,BRFSS,65,DIA,DIA10_0,CRDPREV,GENDER,WHT
2021,BRFSS,11,COPD,NPAW2_1,AGEADJPREV,RACE,MRC
2021,BRFSS,24,CVD,ART3_0,AGEADJPREV,GENDER,WHT
2021,BRFSS,36,CVD,DIA5_0,AGEADJPREV,RACE,OTH
2021,BRFSS,63,DIA,NPAW10_0,CRDPREV,RACE,BLK
2021,BRFSS,23,DIA,CKD3_0,AGEADJPREV,GENDER,GENM
2021,BRFSS,1,NPAW,TOB1_2,AGEADJMEAN,RACE,GENM
2021,BRFSS,31,COPD,DIA7_0,CRDPREV,GENDER,WHT
2021,BRFSS,15,CVD,DIA2_1,AGEADJPREV,RACE,GENF
2021,BRFSS,29,CVD,DIA13_1,AGEADJPREV,GENDER,WHT
2021,BRFSS,36,DIA,NPAW5_2,MEDIAN,GENDER,WHT
2021,BRFSS,63,ART,ART1_2,CRDPREV,OVERALL,GENM
2021,BRFSS,17,ART,COPD3_0_1,CRDPREV,RACE,GENF
2021,BRFSS,51,DIA,ALC2_3,CRDPREV,GENDER,GENM
2021,BRFSS,58,OVC,CVD10_2,AGEADJPREV,RACE,OTH
2021,BRFSS,30,NPAW,NPAW5_2,AGEADJPREV,GENDER,GENM
2021,BRFSS,37,OVC,DIA12_1,CRDPREV,RACE,BLK
2021,BRFSS,60,COPD,AST6_2,AGEADJPREV,RACE,HIS
2021,BRFSS,74,CVD,CVD5_0,AGEADJPREV,RACE,BLK
2021,BRFSS,8,TOB,DIA6_0,AGEADJPREV,OVERALL,OTH
2021,BRFSS,31,ALC,AST1_1,CRDPREV,RACE,OVR
2021,BRFSS,61,AST,OVC6_1,AGEADJPREV,RACE,OTH
2021,BRFSS,8,CVD,ART1_3,AGEADJPREV,RACE,MRC
2021,BRFSS,63,CKD,COPD2_0_1,MEAN,RACE,OTH
2021,BRFSS,54,TOB,CKD3_0,CRDPREV,RACE,WHT
2021,BRFSS,41,CKD,CVD9_1,AGEADJPREV,RACE,MRC
2021,BRFSS,9,TOB,DIA12_2,MEDIAN,GENDER,GENF
2021,BRFSS,51,ART,NPAW1_1,CRDPREV,RACE,GENF
2021,BRFSS,38,MTH,DIA12_2,CRDPREV,GENDER,WHT
2021,BRFSS,58,ALC,COPD7_0,CRDPREV,RACE,WHT
2021,BRFSS,57,DIA,CVD10_2,AGEADJPREV,GENDER,BLK
2021,BRFSS,16,CVD,DIA11_1,CRDPREV,RACE,WHT
2021,BRFSS,18,AST,ART3_0,AGEADJPREV,GENDER,BLK
2021,BRFSS,34,TOB,ALC3_0,AGEADJPREV,RACE,GENM
2021,BRFSS,27,ALC,ALC4_0,CRDPREV,RACE,GENM
2021,BRFSS,39,NPAW,NPAW10_0,CRDPREV,OVERALL,MRC
2021,BRFSS,23,DIA,ALC2_3,AGEADJPREV,RACE,HIS
2021,BRFSS,23,CVD,ART1_2,CRDPREV,RACE,WHT
2021,BRFSS,25,NPAW,CVD6_1,CRDPREV,RACE,MRC
2021,BRFSS,11,DIA,CVD10_1,MEAN,RACE,OVR
2021,BRFSS,14,ART,CVD6_1,MEAN,OVERALL,OVR
2021,BRFSS,51,ART,ALC4_0,AGEADJPREV,RACE,GENM
2021,BRFSS,20,TOB,CVD6_1,CRDPREV,RACE,MRC
2021,BRFSS,51,AST,OVC1_1,AGEADJPREV,RACE,MRC
2021,BRFSS,7,OVC,ART2_3,CRDPREV,RACE,GENF
2021,BRFSS,4,ART,TOB11_1,MEAN,OVERALL,GENM
2021,BRFSS,78,DIA,DIA7_0,CRDPREV,OVERALL,GENF
2021,BRFSS,29,ALC,ART2_2,CRDPREV,GENDER,MRC
2021,BRFSS,17,ART,OVC1_2,CRDPREV,GENDER,GENF
2021,BRFSS,53,ART,COPD2_0_1,CRDPREV,RACE,OVR
2021,BRFSS,3,IMM,DIA11_3,CRDPREV,RACE,MRC
2021,BRFSS,10,DIA,COPD7_0,CRDPREV,RACE,WHT
2021,BRFSS,6,CVD,TOB2_2,MEAN,GENDER,OVR
2021,BRFSS,8,ALC,DIA11_3,CRDPREV,OVERALL,WHT
2021,BRFSS,17,COPD,COPD7_0,AGEADJPREV,OVERALL,GENM
2021,BRFSS,46,ART,TOB11_2,CRDPREV,RACE,HIS
2021,BRFSS,37,COPD,TOB11_2,AGEADJPREV,GENDER,BLK
2021,BRFSS,44,ART,MTH2_0,AGEADJPREV,OVERALL,OVR
2021,BRFSS,61,DIA,TOB11_1,AGEADJPREV,RACE,GENF
2021,BRFSS,21,OVC,DIA13_1,AGEADJPREV,RACE,GENM
2021,BRFSS,18,TOB,CVD10_2,AGEADJPREV,RACE,BLK
2021,BRFSS,59,DIA,CVD9_1,CRDPREV,OVERALL,GENF
2021,BRFSS,8,OVC,ALC3_0,MEDIAN,GENDER,HIS
2021,BRFSS,44,ART,ART4_0,CRDPREV,GENDER,OTH
2021,BRFSS,74,DIA,DIA5_0,AGEADJPREV,GENDER,MRC
2021,BRFSS,27,ART,MTH1_0,CRDPREV,RACE,OVR
2021,BRFSS,52,DIA,MTH1_0,AGEADJPREV,RACE,GENF
2021,BRFSS,49,CVD,COPD2_0_1,AGEADJPREV,OVERALL,MRC
2021,BRFSS,16,AST,OVC1_2,CRDPREV,RACE,GENM
2021,BRFSS,36,ART,ART1_2,CRDPREV,RACE,BLK
2021,BRFSS,10,AST,MTH2_0,AGEADJPREV,GENDER,GENM
2021,BRFSS,29,DIA,COPD2_0_1,CRDPREV,GENDER,WHT
2021,BRFSS,31,AST,OVC7_1,CRDPREV,RACE,GENF
2021,BRFSS,26,OVC,ART1_2,CRDPREV,OVERALL,OVR
2021,BRFSS,26,ART,OVC6_1,CRDPREV,GENDER,MRC
2021,BRFSS,7,CVD,ALC3_0,CRDPREV,RACE,HIS
2021,BRFSS,25,CVD,ALC2_2,AGEADJPREV,RACE,OVR
2021,BRFSS,2,ART,IMM1_0,CRDPREV,RACE,BLK
2021,BRFSS,52,AST,ART3_0,CRDPREV,RACE,MRC
2021,BRFSS,36,ALC,IMM1_0,CRDPREV,GENDER,BLK
2021,BRFSS,15,AST,AST5_2,AGEADJPREV,GENDER,MRC
2021,BRFSS,38,TOB,ART1_2,MEDIAN,RACE,GENM
2021,BRFSS,27,DIA,MTH2_0,CRDPREV,RACE,GENM
2021,BRFSS,36,AST,COPD3_0_1,AGEADJPREV,RACE,BLK
2021,BRFSS,71,TOB,DIA12_2,CRDPREV,RACE,MRC
2021,BRFSS,4,CVD,OVC1_1,CRDPREV,OVERALL,GENM
2021,BRFSS,37,NPAW,COPD8_0,AGEADJPREV,RACE,MRC
2021,BRFSS,65,ALC,TOB1_2,CRDPREV,GENDER,OVR
2021,BRFSS,10,ALC,TOB3_0,CRDPREV,OVERALL,OTH
2021,BRFSS,40,DIA,AST1_1,CRDPREV,GENDER,GENM
2021,BRFSS,46,ART,ART2_3,CRDPREV,GENDER,MRC
2021,BRFSS,57,AST,TOB1_3,CRDPREV,RACE,HIS
2021,BRFSS,50,DIA,TOB2_2,AGEADJMEAN,RACE,HIS
2021,BRFSS,70,DIA,NPAW5_2,MEAN,RACE,GENF
2021,BRFSS,20,CVD,TOB3_0,AGEADJPREV,RACE,BLK
2021,BRFSS,11,OVC,CVD4_0,CRDPREV,RACE,OTH
2021,BRFSS,77,ALC,TOB3_0,AGEADJPREV,RACE,OTH
2021,BRFSS,26,CVD,CVD4_0,CRDPREV,RACE,OTH
2021,BRFSS,10,AST,ALC4_0,MEDIAN,RACE,GENM
2021,BRFSS,61,NPAW,OVC7_2,CRDPREV,OVERALL,GENM
2021,BRFSS,25,CVD,OVC6_1,MEAN,RACE,MRC
2021,BRFSS,46,DIA,AST6_1,AGEADJPREV,RACE,OTH
2021,BRFSS,38,DIA,ART1_4,CRDPREV,RACE,OVR
2021,BRFSS,28,ART,OVC7_1,AGEADJPREV,RACE,GENM
2021,BRFSS,8,CVD,AST6_1,AGEADJPREV,GENDER,GENM
2021,BRFSS,7,ALC,ART1_3,CRDPREV,RACE,GENM
2021,BRFSS,37,DIA,ART1_2,CRDPREV,RACE,HIS
2021,BRFSS,18,DIA,CVD4_0,CRDPREV,RACE,GENF
2021,BRFSS,57,COPD,COPD2_0_1,AGEADJPREV,RACE,HIS
2021,BRFSS,2,TOB,ART1_4,CRDPREV,OVERALL,HIS
2021,BRFSS,12,TOB,NPAW2_1,AGEADJPREV,GENDER,WHT
2021,BRFSS,37,DIA,TOB11_1,CRDPREV,RACE,MRC
2021,BRFSS,8,OVC,AST1_1,CRDPREV,RACE,HIS
2021,BRFSS,43,NPAW,DIA7_0,AGEADJPREV,OVERALL,OVR
2021,BRFSS,11,NPAW,TOB1_2,MEAN,RACE,WHT
2021,BRFSS,12,NPAW,CVD10_2,CRDPREV,OVERALL,GENF
2021,BRFSS,30,DIA,DIA10_0,AGEADJPREV,OVERALL,WHT
2021,BRFSS,18,ALC,MTH1_0,AGEADJPREV,RACE,BLK
2021,BRFSS,46,ART,OVC7_1,AGEADJPREV,OVERALL,OTH
2021,BRFSS,66,ALC,MTH1_0,CRDPREV,GENDER,BLK
2021,BRFSS,38,ART,AST5_2,CRDPREV,RACE,BLK
2021,BRFSS,21,CVD,COPD8_0,CRDPREV,RACE,HIS
2021,BRFSS,52,CKD,OVC7_2,USD,RACE,BLK
2021,BRFSS,55,NPAW,MTH2_0,CRDPREV,RACE,GENM
2021,BRFSS,23,TOB,ART1_4,CRDPREV,RACE,HIS
2021,BRFSS,42,TOB,DIA7_0,CRDPREV,RACE,HIS
2021,BRFSS,8,DIA,TOB1_2,CRDPREV,RACE,WHT
2021,BRFSS,73,OVC,MTH1_0,CRDPREV,RACE,GENF
2021,BRFSS,37,CVD,OVC7_1,CRDPREV,RACE,WHT
2021,BRFSS,41,TOB,ALC3_0,CRDPREV,RACE,HIS
2021,BRFSS,42,TOB,COPD2_0,CRDPREV,RACE,GENF
2021,BRFSS,38,DIA,AST5_2,CRDPREV,RACE,HIS
2021,BRFSS,52,NPAW,ALC2_2,AGEADJPREV,RACE,GENM
2021,BRFSS,3,IMM,DIA5_0,AGEADJPREV,RACE,BLK
2021,BRFSS,38,ART,COPD8_0,AGEADJPREV,GENDER,OVR
2021,BRFSS,16,TOB,OVC6_2,CRDPREV,RACE,OVR
2021,BRFSS,47,ART,AST6_2,MEDIAN,RACE,MRC
2021,BRFSS,20,CVD,DIA7_0,MEAN,OVERALL,MRC
2021,BRFSS,62,DIA,DIA2_2,AGEADJPREV,RACE,MRC
2021,BRFSS,48,DIA,CVD10_1,CRDPREV,RACE,GENM
2021,BRFSS,31,ALC,CVD9_1,CRDPREV,RACE,GENM
2021,BRFSS,37,DIA,ART4_0,AGEADJPREV,OVERALL,MRC
2021,BRFSS,24,DIA,DIA12_1,CRDPREV,RACE,GENM
2021,BRFSS,34,NPAW,TOB1_2,AGEADJPREV,RACE,MRC
2021,BRFSS,18,AST,COPD2_0_1,AGEADJPREV,RACE,GENF
2021,BRFSS,29,TOB,DIA11_3,CRDPREV,RACE,WHT
2021,BRFSS,54,COPD,DIA2_2,CRDPREV,GENDER,WHT
2021,BRFSS,24,DIA,CVD9_2,CRDPREV,RACE,OVR
2021,BRFSS,39,CVD,ART3_0,CRDPREV,RACE,BLK
2021,BRFSS,20,TOB,CKD3_0,AGEADJPREV,OVERALL,OVR
2021,BRFSS,8,ART,ALC5_2,MEAN,RACE,OVR
2021,BRFSS,7,ART,COPD7_0,AGEADJPREV,RACE,GENM
2021,BRFSS,16,CVD,AST6_1,AGEADJPREV,RACE,WHT
2021,BRFSS,74,COPD,DIA13_1,CRDPREV,GENDER,WHT
2021,BRFSS,38,NPAW,ART2_3,CRDPREV,RACE,GENF
2021,BRFSS,53,CVD,CKD3_0,AGEADJPREV,RACE,OVR
2021,BRFSS,17,NPAW,NPAW1_1,AGEADJPREV,OVERALL,HIS
2021,BRFSS,26,NPAW,NPAW3_1,AGEADJPREV,OVERALL,WHT
2021,BRFSS,10,ART,DIA2_1,CRDPREV,GENDER,OVR
2021,BRFSS,60,ART,OVC7_1,MEDIAN,GENDER,OVR
2021,BRFSS,21,DIA,ALC5_1,CRDPREV,RACE,WHT
2021,BRFSS,38,TOB,CVD6_1,CRDPREV,GENDER,HIS
2021,BRFSS,42,CVD,COPD2_0,AGEADJPREV,GENDER,MRC
2021,BRFSS,21,DIA,DIA13_2,AGEADJPREV,OVERALL,GENM
2021,BRFSS,27,AST,IMM1_0,AGEADJPREV,RACE,HIS
2021,BRFSS,27,OVC,CVD5_0,AGEADJMEAN,RACE,OTH
2021,BRFSS,9,ART,ART1_4,CRDPREV,GENDER,WHT
2021,BRFSS,60,AST,ART4_0,AGEADJPREV,RACE,GENM
2021,BRFSS,31,DIA,ALC5_1,CRDPREV,RACE,GENM
2021,BRFSS,32,CVD,COPD7_0,CRDPREV,GENDER,OTH
2021,BRFSS,11,DIA,CVD4_0,AGEADJPREV,RACE,HIS
2021,BRFSS,23,DIA,CKD3_0,CRDPREV,OVERALL,HIS
2021,BRFSS,8,DIA,TOB11_2,AGEADJPREV,GENDER,BLK
2021,BRFSS,19,TOB,ALC3_0,AGEADJPREV,RACE,OVR
2021,BRFSS,45,TOB,ART1_1,AGEADJMEAN,RACE,OVR
2021,BRFSS,38,OVC,DIA2_1,CRDPREV,OVERALL,OTH
2021,BRFSS,43,ALC,DIA2_1,CRDPREV,RACE,GENM
2021,BRFSS,41,CVD,COPD3_0_1,CRDPREV,GENDER,GENM
2021,BRFSS,28,DIA,AST5_1,AGEADJPREV,RACE,OVR
2021,BRFSS,13,ART,ART1_2,CRDPREV,GENDER,GENM
2021,BRFSS,47,ALC,COPD3_0,CRDPREV,RACE,OVR
2021,BRFSS,40,COPD,TOB1_2,CRDPREV,RACE,OTH
2021,BRFSS,45,DIA,DIA12_2,CRDPREV,RACE,OTH
2021,BRFSS,60,RPH,MTH1_0,AGEADJPREV,RACE,HIS
2021,BRFSS,55,TOB,ART3_0,CRDPREV,RACE,HIS
2021,BRFSS,35,CVD,DIA11_2,AGEADJPREV,RACE,BLK
2021,BRFSS,41,ALC,COPD2_0,CRDPREV,GENDER,GENM
2021,BRFSS,19,DIA,ALC2_2,CRDPREV,RACE,HIS
2021,BRFSS,29,OVC,COPD2_0_1,CRDPREV,RACE,OTH
2021,BRFSS,63,CVD,COPD8_0,AGEADJPREV,RACE,OTH
2021,BRFSS,32,OVC,NPAW10_0,MEAN,OVERALL,WHT
2021,BRFSS,39,MTH,ART2_1,AGEADJPREV,RACE,HIS
2021,BRFSS,32,ALC,TOB11_1,CRDPREV,RACE,OTH
2021,BRFSS,12,DIA,DIA5_0,AGEADJPREV,RACE,HIS
2021,BRFSS,20,AST,CVD9_2,CRDPREV,RACE,HIS
2021,BRFSS,44,IMM,NPAW2_1,AGEADJPREV,RACE,HIS
2021,BRFSS,57,DIA,NPAW2_1,MEAN,GENDER,GENM
2021,BRFSS,78,DIA,DIA10_0,CRDPREV,RACE,MRC
2021,BRFSS,13,DIA,AST6_1,CRDPREV,OVERALL,BLK
2021,BRFSS,22,ART,ART1_4,AGEADJPREV,RACE,OVR
2021,BRFSS,42,ART,OVC1_1,CRDPREV,OVERALL,GENF
2021,BRFSS,33,CVD,ART5_0,CRDPREV,RACE,OTH
2021,BRFSS,29,CVD,CVD4_0,CRDPREV,GENDER,MRC
2021,BRFSS,30,DIA,TOB2_2,AGEADJPREV,RACE,GENF
2021,BRFSS,65,ART,DIA5_0,AGEADJPREV,RACE,GENF
2021,BRFSS,55,ART,AST1_1,AGEADJPREV,RACE,GENM
2021,BRFSS,24,OVC,MTH1_0,CRDPREV,GENDER,HIS
2021,BRFSS,48,NPAW,CVD4_0,AGEADJPREV,RACE,HIS
2021,BRFSS,22,OVC,COPD7_0,AGEADJPREV,RACE,MRC
2021,BRFSS,41,CVD,DIA11_3,AGEADJPREV,RACE,MRC
2021,BRFSS,60,CVD,TOB2_2,AGEADJPREV,GENDER,BLK
2021,BRFSS,7,DIA,NPAW1_1,AGEADJPREV,RACE,OTH
2021,BRFSS,6,ALC,TOB3_0,CRDPREV,RACE,HIS
2021,BRFSS,32,DIA,COPD3_0_1,AGEADJPREV,RACE,HIS
2021,BRFSS,30,DIA,DIA11_2,AGEADJPREV,OVERALL,OVR
2021,BRFSS,39,DIA,DIA10_0,AGEADJPREV,RACE,GENM
2021,BRFSS,26,TOB,OVC7_1,CRDPREV,RACE,WHT
2021,BRFSS,20,NPAW,CVD9_1,AGEADJPREV,RACE,WHT
2021,BRFSS,8,OVC,OVC7_1,CRDPREV,RACE,BLK
2021,BRFSS,63,OVC,ART1_4,AGEADJPREV,GENDER,BLK
2021,BRFSS,14,CVD,CKD3_0,AGEADJPREV,RACE,HIS
2021,BRFSS,16,DIA,CVD4_0,AGEADJPREV,RACE,GENF
2021,BRFSS,9,ART,ART3_0,CRDPREV,OVERALL,GENM
2021,BRFSS,36,NPAW,ART4_0,CRDPREV,OVERALL,OTH
2021,BRFSS,44,DIA,ALC4_0,MEAN,RACE,MRC
2021,BRFSS,46,DIA,CVD10_2,CRDPREV,OVERALL,WHT
2021,BRFSS,2,CVD,CVD10_1,CRDPREV,RACE,BLK
2021,BRFSS,67,CVD,ALC3_0,AGEADJPREV,RACE,MRC
2021,BRFSS,62,CVD,OVC6_1,CRDPREV,RACE,GENF
2021,BRFSS,11,IMM,ALC2_2,CRDPREV,GENDER,HIS
2021,BRFSS,19,NPAW,NPAW3_1,AGEADJPREV,GENDER,OVR
2021,BRFSS,23,ALC,DIA11_2,CRDPREV,GENDER,OTH
2021,BRFSS,27,ART,DIA12_2,MEDIAN,OVERALL,HIS
2021,BRFSS,46,MTH,DIA10_0,CRDPREV,GENDER,OVR
2021,BRFSS,22,ART,ART1_4,AGEADJPREV,RACE,MRC
2021,BRFSS,58,TOB,IMM1_0,MEAN,RACE,GENM
2021,BRFSS,17,DIA,OVC6_2,AGEADJPREV,OVERALL,MRC
2021,BRFSS,12,ART,TOB11_2,AGEADJMEAN,RACE,GENM
2021,BRFSS,31,MTH,AST6_1,AGEADJPREV,RACE,OVR
